index,project name,street name,type,tenure,postal district,market segment,type of sale,no. of units,price,nett price,areasq,type of area,floor level,unit price psf,date of sale
5739,SEMBAWANG HILLS ESTATE,NEMESU AVENUE,Terrace,999,20.0,OCR,Resale,1.0,2892000.0,-,1501.0,Land,-,1927.0,May-2021
5740,LANDED HOUSING DEVELOPMENT,TELOK KURAU ROAD,Terrace,999,15.0,OCR,Resale,1.0,2890000.0,-,1709.0,Land,-,1691.0,Jun-2021
5741,CORAL PARK,PEMIMPIN PLACE,Terrace,999,20.0,RCR,Resale,1.0,2890000.0,-,1680.0,Land,-,1720.0,Dec-2018
5742,PAVILION PARK,PAVILION CIRCLE,Terrace,999,23.0,OCR,Resale,1.0,2890000.0,-,1868.0,Land,-,1547.0,May-2019
5743,LANDED HOUSING DEVELOPMENT,KOVAN ROAD,Terrace,999,19.0,OCR,Resale,1.0,2890000.0,-,2736.0,Land,-,1056.0,Mar-2018
5744,TAI HWAN GARDEN,TAI HWAN WALK,Terrace,999,19.0,OCR,Resale,1.0,2890000.0,-,2015.0,Land,-,1434.0,Nov-2019
5745,LANDED HOUSING DEVELOPMENT,YUK TONG AVENUE,Semi-detached,999,21.0,RCR,Resale,1.0,2890000.0,-,2157.0,Land,-,1340.0,Mar-2017
5746,LANDED HOUSING DEVELOPMENT,LORONG MELAYU,Terrace,999,14.0,OCR,Resale,1.0,2890000.0,-,1934.0,Land,-,1494.0,May-2021
5747,PARRY PARK,PARRY TERRACE,Terrace,855,19.0,OCR,Resale,1.0,2890000.0,-,1682.0,Land,-,1718.0,Oct-2021
5748,UNIVERSITY PARK,UNIVERSITY WALK,Semi-detached,72,11.0,CCR,Resale,1.0,2888888.0,-,2646.0,Land,-,1092.0,Dec-2017
5749,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2888888.0,-,1701.0,Land,-,1699.0,Jun-2018
5750,TOH ESTATE,TOH STREET,Terrace,999,17.0,OCR,Resale,1.0,2888888.0,-,3761.0,Land,-,768.0,Feb-2021
5751,MANDAI GARDEN,MENG SUAN ROAD,Semi-detached,862,26.0,OCR,Resale,1.0,2888000.0,-,3168.0,Land,-,912.0,Sep-2019
5752,LANDED HOUSING DEVELOPMENT,KANG CHOO BIN ROAD,Terrace,861,19.0,OCR,Resale,1.0,2888000.0,-,2869.0,Land,-,1007.0,Nov-2020
5753,LANDED HOUSING DEVELOPMENT,MULBERRY AVENUE,Terrace,999,13.0,RCR,Resale,1.0,2888000.0,-,2986.0,Land,-,967.0,Oct-2019
5754,SELETAR HILLS ESTATE,NIM GREEN,Terrace,857,28.0,OCR,Resale,1.0,2888000.0,-,1813.0,Land,-,1593.0,Jul-2018
5755,LUXUS HILLS,LUXUS HILL AVENUE,Terrace,857,28.0,OCR,Resale,1.0,2885000.0,-,1615.0,Land,-,1787.0,Jan-2019
5756,WOODLANDS PARK,JALAN JENDELA,Semi-detached,999,25.0,OCR,Resale,1.0,2880000.0,-,3831.0,Land,-,752.0,Mar-2021
5757,SENNETT ESTATE,WAN THO AVENUE,Terrace,999,13.0,RCR,Resale,1.0,2880000.0,-,2328.0,Land,-,1237.0,Apr-2018
5758,CHIP THYE GARDEN,YIO CHU KANG GARDENS,Terrace,999,20.0,OCR,Resale,1.0,2880000.0,-,2807.0,Land,-,1026.0,Mar-2021
5759,THE SPRINGSIDE,SPRINGSIDE VIEW,Terrace,999,26.0,OCR,New Sale,1.0,2880000.0,-,1908.0,Land,-,1509.0,Mar-2017
5760,GOLDEN CHUAN VILLE,LORONG CHUAN,Terrace,999,19.0,OCR,Resale,1.0,2880000.0,-,2128.0,Land,-,1353.0,Dec-2017
5761,GENTLE VILLAS,GENTLE DRIVE,Semi-detached,71,11.0,CCR,Resale,1.0,2880000.0,-,2689.0,Land,-,1071.0,Nov-2016
5762,KEW COTTAGES,LIMAU WALK,Terrace,999,16.0,OCR,Resale,1.0,2880000.0,-,2371.0,Land,-,1215.0,Jul-2019
5763,THE SPRINGSIDE,SPRINGSIDE AVENUE,Terrace,999,26.0,OCR,Resale,1.0,2880000.0,-,1770.0,Land,-,1627.0,Sep-2017
5764,LANDED HOUSING DEVELOPMENT,ST. HELIER'S AVENUE,Terrace,999,19.0,OCR,Resale,1.0,2880000.0,-,1781.0,Land,-,1617.0,Apr-2021
5765,SERANGOON GARDEN ESTATE,BLANDFORD DRIVE,Terrace,933,19.0,OCR,Resale,1.0,2880000.0,-,2800.0,Land,-,1029.0,Sep-2019
5766,SEMBAWANG SPRINGS ESTATE,JALAN KEMUNING,Semi-detached,863,27.0,OCR,Resale,1.0,2880000.0,-,2667.0,Land,-,1080.0,Dec-2019
5767,LANDED HOUSING DEVELOPMENT,PLATINA ROAD,Semi-detached,999,27.0,OCR,Resale,1.0,2880000.0,-,2356.0,Land,-,1222.0,Apr-2018
5768,SEMBAWANG HILLS ESTATE,NEMESU AVENUE,Terrace,999,20.0,OCR,Resale,1.0,2880000.0,-,1501.0,Land,-,1919.0,Sep-2019
5769,LANDED HOUSING DEVELOPMENT,CLOVER AVENUE,Terrace,999,20.0,RCR,Resale,1.0,2880000.0,-,1688.0,Land,-,1706.0,Jul-2018
5770,LANDED HOUSING DEVELOPMENT,JALAN TARI PAYONG,Semi-detached,857,28.0,OCR,Resale,1.0,2880000.0,-,2399.0,Land,-,1200.0,Feb-2017
5771,MELODY VILLAS,LENTOR WALK,Terrace,999,26.0,OCR,Resale,1.0,2880000.0,-,1792.0,Land,-,1607.0,May-2021
5772,NIM COLLECTION,NIM RISE,Terrace,94,28.0,OCR,New Sale,1.0,2880000.0,-,2121.0,Land,-,1358.0,Apr-2018
5773,SERANGOON GARDEN ESTATE,KINGSWEAR AVENUE,Semi-detached,932,19.0,OCR,Resale,1.0,2880000.0,-,2888.0,Land,-,997.0,Oct-2019
5774,LUXUS HILLS,LUXUS HILL AVENUE,Terrace,857,28.0,OCR,Resale,1.0,2880000.0,-,1615.0,Land,-,1784.0,Jul-2018
5775,PAVILION PARK,PAVILION CIRCLE,Terrace,999,23.0,OCR,Resale,1.0,2880000.0,-,1742.0,Land,-,1654.0,Apr-2018
5776,SENNETT ESTATE,BELIMBING AVENUE,Terrace,999,13.0,RCR,Resale,1.0,2880000.0,-,2037.0,Land,-,1414.0,May-2021
5777,LANDED HOUSING DEVELOPMENT,JOON HIANG ROAD,Terrace,999,19.0,OCR,Resale,1.0,2880000.0,-,1856.0,Land,-,1552.0,Jan-2019
5778,LANDED HOUSING DEVELOPMENT,JALAN KERIS,Terrace,999,15.0,OCR,Resale,1.0,2880000.0,-,1877.0,Land,-,1534.0,Jan-2018
5779,HAUS@SERANGOON GARDEN,SERANGOON GARDEN PLACE,Terrace,89,19.0,OCR,Resale,1.0,2880000.0,-,1816.0,Land,-,1586.0,Aug-2021
5780,LANDED HOUSING DEVELOPMENT,LORONG MARICAN,Terrace,999,14.0,OCR,Resale,1.0,2880000.0,-,2500.0,Land,-,1152.0,Jul-2017
5781,TEACHER'S HOUSING ESTATE,TAGORE AVENUE,Terrace,863,26.0,OCR,Resale,1.0,2880000.0,-,2449.0,Land,-,1176.0,Feb-2019
5782,UNIVERSITY PARK,UNIVERSITY WALK,Semi-detached,72,11.0,CCR,Resale,1.0,2880000.0,-,2309.0,Land,-,1247.0,Jul-2019
5783,RICHMOND VILLE,LIMAU GARDEN,Semi-detached,999,16.0,OCR,Resale,1.0,2880000.0,-,2227.0,Land,-,1293.0,Oct-2017
5784,LANDED HOUSING DEVELOPMENT,ROSYTH TERRACE,Terrace,864,19.0,OCR,Resale,1.0,2880000.0,-,2471.0,Land,-,1165.0,Aug-2019
5785,LANDED HOUSING DEVELOPMENT,LORONG PISANG HIJAU,Terrace,999,21.0,RCR,Resale,1.0,2880000.0,-,1694.0,Land,-,1700.0,Mar-2018
5786,LANDED HOUSING DEVELOPMENT,WAK HASSAN DRIVE,Semi-detached,86,27.0,OCR,Resale,1.0,2880000.0,-,3775.0,Land,-,763.0,May-2018
5787,CACTUS GREEN,CACTUS CRESCENT,Semi-detached,999,28.0,OCR,Resale,1.0,2880000.0,-,3263.0,Land,-,883.0,Jul-2017
5788,LANDED HOUSING DEVELOPMENT,CARPMAEL ROAD,Terrace,999,15.0,RCR,Resale,1.0,2880000.0,-,1824.0,Land,-,1579.0,Nov-2017
5789,SELETAR HILLS ESTATE,JALAN CHERMAI,Terrace,857,28.0,OCR,Resale,1.0,2880000.0,-,2567.0,Land,-,1122.0,Nov-2019
5790,PICARDY GARDENS,JALAN PARI BURONG,Terrace,999,16.0,OCR,Resale,1.0,2880000.0,-,2310.0,Land,-,1247.0,Jun-2021
5791,EXCELSIOR GARDENS,MINARET WALK,Terrace,999,16.0,OCR,Resale,1.0,2880000.0,-,1716.0,Land,-,1679.0,Sep-2020
5792,WELLINGTON PARK,ELLINGTON SQUARE,Terrace,999,20.0,OCR,Resale,1.0,2880000.0,-,1778.0,Land,-,1620.0,Mar-2018
5793,OPERA ESTATE,JALAN BANGSAWAN,Terrace,999,15.0,OCR,Resale,1.0,2880000.0,-,1600.0,Land,-,1801.0,Mar-2021
5794,DAISY PARK,DAISY AVENUE,Terrace,999,13.0,OCR,Resale,1.0,2880000.0,-,2692.0,Land,-,1070.0,Mar-2018
5795,LUXUS HILLS,SELETAR GREEN VIEW,Terrace,857,28.0,OCR,Resale,1.0,2880000.0,-,2164.0,Land,-,1331.0,Feb-2017
5796,SEMBAWANG HILLS ESTATE,SERAYA CRESCENT,Semi-detached,999,20.0,OCR,Resale,1.0,2880000.0,-,2074.0,Land,-,1388.0,Jan-2019
5797,SEMBAWANG HILLS ESTATE,JALAN KURAS,Terrace,999,20.0,OCR,Resale,1.0,2880000.0,-,2369.0,Land,-,1216.0,Oct-2020
5798,ISLAND PARK,JALAN TAMBUR,Semi-detached,999,20.0,RCR,Resale,1.0,2880000.0,-,2637.0,Land,-,1092.0,May-2019
5799,UNIVERSITY PARK,UNIVERSITY WALK,Semi-detached,72,11.0,CCR,Resale,1.0,2880000.0,-,2457.0,Land,-,1172.0,Dec-2020
5800,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2878000.0,-,1690.0,Land,-,1703.0,Sep-2018
5801,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2878000.0,-,1615.0,Land,-,1782.0,Dec-2019
5802,LANDED HOUSING DEVELOPMENT,FABER GREEN,Terrace,999,5.0,OCR,Resale,1.0,2875000.0,-,2133.0,Land,-,1348.0,Dec-2017
5803,LANDED HOUSING DEVELOPMENT,JALAN MANIS,Terrace,999,12.0,RCR,Resale,1.0,2870000.0,-,2231.0,Land,-,1286.0,Aug-2018
5804,LUXUS HILLS,SELETAR GREEN WALK,Terrace,857,28.0,OCR,Resale,1.0,2870000.0,-,1615.0,Land,-,1778.0,Mar-2020
5805,LANDED HOUSING DEVELOPMENT,ENG KONG PLACE,Terrace,70,21.0,RCR,Resale,1.0,2870000.0,-,2260.0,Land,-,1270.0,Apr-2021
5806,LANDED HOUSING DEVELOPMENT,LORONG MYDIN,Terrace,999,14.0,OCR,Resale,1.0,2870000.0,-,2438.0,Land,-,1177.0,Jun-2018
5807,LANDED HOUSING DEVELOPMENT,ENG KONG PLACE,Terrace,999,21.0,RCR,Resale,1.0,2870000.0,-,1979.0,Land,-,1450.0,Oct-2017
5808,LENTOR VIEW,LENTOR PLACE,Terrace,999,26.0,OCR,Resale,1.0,2870000.0,-,2675.0,Land,-,1073.0,Aug-2019
5809,LANDED HOUSING DEVELOPMENT,SOO CHOW VIEW,Terrace,999,20.0,RCR,Resale,1.0,2870000.0,-,1842.0,Land,-,1558.0,Oct-2019
5810,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2869000.0,-,1615.0,Land,-,1777.0,Apr-2020
5811,LANDED HOUSING DEVELOPMENT,JALAN BUNGA RAMPAI,Terrace,999,19.0,RCR,Resale,1.0,2868000.0,-,1635.0,Land,-,1754.0,Jul-2019
5812,PLATINA GARDENS,PLATINA ROAD,Terrace,999,27.0,OCR,Resale,1.0,2868000.0,-,2159.0,Land,-,1328.0,Feb-2021
5813,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2868000.0,-,1679.0,Land,-,1708.0,Aug-2019
5814,LANDED HOUSING DEVELOPMENT,HIGHLAND ROAD,Terrace,999,19.0,OCR,Resale,1.0,2868000.0,-,1739.0,Land,-,1649.0,Sep-2021
5815,LANDED HOUSING DEVELOPMENT,LORONG GAMBIR,Terrace,999,19.0,OCR,Resale,1.0,2868000.0,-,1934.0,Land,-,1483.0,Aug-2018
5816,LANDED HOUSING DEVELOPMENT,CHIN TERRACE,Terrace,999,17.0,OCR,Resale,1.0,2863000.0,-,2820.0,Land,-,1015.0,Feb-2021
5817,LANDED HOUSING DEVELOPMENT,ONAN ROAD,Terrace,999,15.0,RCR,Resale,1.0,2860000.0,-,1581.0,Land,-,1809.0,Jan-2018
5818,LUXUS HILLS,SELETAR GREEN WALK,Terrace,857,28.0,OCR,Resale,1.0,2860000.0,-,2180.0,Land,-,1312.0,Sep-2017
5819,THE SPRINGSIDE,SPRINGSIDE AVENUE,Terrace,999,26.0,OCR,Resale,1.0,2860000.0,-,1713.0,Land,-,1670.0,Jul-2017
5820,LANDED HOUSING DEVELOPMENT,KEE CHOE AVENUE,Semi-detached,999,13.0,RCR,Resale,1.0,2860000.0,-,2662.0,Land,-,1074.0,Apr-2017
5821,THE SPRINGSIDE,SPRINGSIDE VIEW,Terrace,999,26.0,OCR,Resale,1.0,2860000.0,-,2300.0,Land,-,1243.0,Aug-2018
5822,LANDED HOUSING DEVELOPMENT,TAY LIAN TECK ROAD,Terrace,999,15.0,OCR,Resale,1.0,2860000.0,-,1620.0,Land,-,1765.0,Oct-2017
5823,SERANGOON GARDEN ESTATE,BLOXHOME DRIVE,Terrace,933,19.0,OCR,Resale,1.0,2860000.0,-,2800.0,Land,-,1022.0,Feb-2018
5824,KELULUT HILL,KELULUT HILL,Terrace,857,28.0,OCR,Resale,1.0,2860000.0,-,3160.0,Land,-,905.0,Nov-2017
5825,NANYANG PARK,JALAN LIMBOK,Terrace,859,19.0,OCR,Resale,1.0,2860000.0,-,3789.0,Land,-,755.0,Jul-2021
5826,GOLDENHILL VILLAS,GOLDEN DRIVE,Terrace,999,19.0,OCR,Resale,1.0,2860000.0,-,1629.0,Land,-,1756.0,Nov-2019
5827,LUXUS HILLS,SELETAR GREEN VIEW,Terrace,857,28.0,OCR,Resale,1.0,2860000.0,-,1615.0,Land,-,1771.0,Sep-2020
5828,LANDED HOUSING DEVELOPMENT,KANG CHOO BIN ROAD,Terrace,861,19.0,OCR,Resale,1.0,2860000.0,-,1622.0,Land,-,1763.0,Nov-2020
5829,MANDARIN PARK,CHUN TIN ROAD,Terrace,999,21.0,RCR,Resale,1.0,2860000.0,-,1992.0,Land,-,1435.0,Jan-2018
5830,HAUS@SERANGOON GARDEN,SERANGOON GARDEN TERRACE,Terrace,89,19.0,OCR,Resale,1.0,2860000.0,-,1615.0,Land,-,1771.0,Sep-2021
5831,WEST COAST GARDENS,WEST COAST DRIVE,Terrace,863,5.0,OCR,Resale,1.0,2860000.0,-,2090.0,Land,-,1368.0,Jun-2018
5832,WELLINGTON PARK,ELLINGTON SQUARE,Terrace,999,20.0,OCR,Resale,1.0,2860000.0,-,1863.0,Land,-,1535.0,Dec-2019
5833,OASIS @ MULBERRY,CHEMPAKA AVENUE,Terrace,999,13.0,RCR,Resale,1.0,2860000.0,-,1702.0,Land,-,1681.0,Aug-2020
5834,PAVILION PARK,PAVILION VIEW,Terrace,999,23.0,OCR,Resale,1.0,2860000.0,-,1615.0,Land,-,1771.0,Feb-2021
5835,LANDED HOUSING DEVELOPMENT,KOVAN ROAD,Terrace,856,19.0,OCR,Resale,1.0,2860000.0,-,1848.0,Land,-,1547.0,Jul-2018
5836,LANDED HOUSING DEVELOPMENT,JALAN PERNAMA,Semi-detached,999,17.0,OCR,Resale,1.0,2860000.0,-,3563.0,Land,-,803.0,May-2021
5837,THE SPRINGSIDE,SPRINGSIDE AVENUE,Terrace,999,26.0,OCR,Resale,1.0,2860000.0,-,1710.0,Land,-,1672.0,Apr-2020
5838,OPERA ESTATE,AIDA STREET,Terrace,999,15.0,OCR,Resale,1.0,2860000.0,-,1318.0,Land,-,2171.0,Feb-2019
5839,LANDED HOUSING DEVELOPMENT,SIMON WALK,Terrace,999,19.0,OCR,Resale,1.0,2860000.0,-,1767.0,Land,-,1618.0,Jul-2020
5840,SERANGOON GARDEN ESTATE,HYTHE ROAD,Terrace,933,19.0,OCR,Resale,1.0,2859000.0,-,2160.0,Land,-,1323.0,Apr-2018
5841,NIM COLLECTION,NIM TERRACE,Terrace,94,28.0,OCR,New Sale,1.0,2858000.0,-,1615.0,Land,-,1770.0,Jun-2018
5842,SELETAR HILLS ESTATE,JALAN LEKUB,Semi-detached,857,28.0,OCR,Resale,1.0,2858000.0,-,3283.0,Land,-,871.0,Jan-2020
5843,FRANKEL ESTATE,FRANKEL TERRACE,Terrace,999,15.0,OCR,Resale,1.0,2855000.0,-,1716.0,Land,-,1664.0,Nov-2020
5844,THE SPRINGSIDE,SPRINGSIDE AVENUE,Terrace,999,26.0,OCR,Resale,1.0,2850000.0,-,1711.0,Land,-,1665.0,Nov-2020
5845,GENTLE VILLAS,GENTLE DRIVE,Semi-detached,71,11.0,CCR,Resale,1.0,2850000.0,-,2252.0,Land,-,1266.0,Sep-2017
5846,LANDED HOUSING DEVELOPMENT,YUK TONG AVENUE,Terrace,999,21.0,RCR,Resale,1.0,2850000.0,-,2016.0,Land,-,1414.0,Oct-2021
5847,GENTLE VILLAS,GENTLE DRIVE,Semi-detached,71,11.0,CCR,Resale,1.0,2850000.0,-,2260.0,Land,-,1261.0,Jun-2018
5848,THE SPRINGSIDE,SPRINGSIDE AVENUE,Terrace,999,26.0,OCR,Resale,1.0,2850000.0,-,1719.0,Land,-,1658.0,Jul-2017
5849,LANDED HOUSING DEVELOPMENT,AH SOO GARDEN,Terrace,999,19.0,OCR,Resale,1.0,2850000.0,-,2266.0,Land,-,1258.0,Aug-2020
5850,LANDED HOUSING DEVELOPMENT,JALAN SAHABAT,Terrace,999,19.0,OCR,Resale,1.0,2850000.0,-,2552.0,Land,-,1117.0,Nov-2016
5851,LANDED HOUSING DEVELOPMENT,LUCKY GARDENS,Terrace,999,16.0,OCR,Resale,1.0,2850000.0,-,2591.0,Land,-,1100.0,Jan-2017
5852,TOH ESTATE,UPPER CHANGI ROAD NORTH,Semi-detached,999,17.0,OCR,Resale,1.0,2850000.0,-,3128.0,Land,-,911.0,Mar-2018
5853,SUNRISE VILLA,SUNRISE WAY,Terrace,999,28.0,OCR,Resale,1.0,2850000.0,-,3173.0,Land,-,898.0,Apr-2018
5854,LLYN GARDENS,PAYA LEBAR WALK,Terrace,999,19.0,OCR,Resale,1.0,2850000.0,-,2657.0,Land,-,1073.0,Jul-2017
5855,HOLLAND GROVE,HOLLAND GROVE VIEW,Semi-detached,72,10.0,CCR,Resale,1.0,2850000.0,-,2166.0,Land,-,1316.0,May-2018
5856,TAI HWAN PARK,TAI HWAN CRESCENT,Terrace,999,19.0,OCR,Resale,1.0,2850000.0,-,1763.0,Land,-,1616.0,Jun-2018
5857,SUNRISE VILLA,SUNRISE AVENUE,Terrace,999,28.0,OCR,Resale,1.0,2850000.0,-,2081.0,Land,-,1370.0,Oct-2019
5858,VAUGHAN GARDEN,VAUGHAN ROAD,Terrace,999,13.0,OCR,Resale,1.0,2850000.0,-,2390.0,Land,-,1193.0,Sep-2017
5859,LANDED HOUSING DEVELOPMENT,JALAN NOVENA,Terrace,999,11.0,CCR,Resale,1.0,2850000.0,-,1656.0,Land,-,1722.0,Feb-2017
5860,THOMSON GARDEN ESTATE,JALAN ISNIN,Semi-detached,999,20.0,RCR,Resale,1.0,2850000.0,-,2431.0,Land,-,1173.0,Aug-2017
5861,APOLLO GARDENS,SUNBIRD CIRCLE,Terrace,999,16.0,OCR,Resale,1.0,2850000.0,-,2073.0,Land,-,1375.0,Apr-2019
5862,MIMOSA TERRACE,MIMOSA VIEW,Terrace,999,28.0,OCR,Resale,1.0,2850000.0,-,2190.0,Land,-,1301.0,Oct-2019
5863,PAVILION PARK,PAVILION CIRCLE,Terrace,999,23.0,OCR,Resale,1.0,2850000.0,-,2203.0,Land,-,1293.0,Jun-2017
5864,LANDED HOUSING DEVELOPMENT,AH SOO WALK,Terrace,999,19.0,OCR,Resale,1.0,2850000.0,-,2320.0,Land,-,1229.0,Oct-2017
5865,SERANGOON GARDEN ESTATE,CARDIFF GROVE,Terrace,934,19.0,OCR,Resale,1.0,2850000.0,-,1841.0,Land,-,1548.0,Apr-2017
5866,SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,Terrace,936,19.0,OCR,Resale,1.0,2850000.0,-,2307.0,Land,-,1236.0,Jun-2018
5867,SPRINGLEAF GARDEN,SPRINGLEAF HEIGHT,Semi-detached,999,26.0,OCR,Resale,1.0,2850000.0,-,3550.0,Land,-,803.0,Jun-2017
5868,LANDED HOUSING DEVELOPMENT,TEMBELING ROAD,Terrace,999,15.0,RCR,Resale,1.0,2850000.0,-,1628.0,Land,-,1751.0,Apr-2018
5869,SERANGOON GARDEN ESTATE,BODMIN DRIVE,Terrace,933,19.0,OCR,Resale,1.0,2850000.0,-,2800.0,Land,-,1018.0,Oct-2017
5870,THE SPRINGSIDE,SPRINGSIDE AVENUE,Terrace,999,26.0,OCR,Resale,1.0,2850000.0,-,1713.0,Land,-,1664.0,Aug-2017
5871,LANDED HOUSING DEVELOPMENT,LORONG 106 CHANGI,Terrace,999,15.0,RCR,Resale,1.0,2850000.0,-,1400.0,Land,-,2035.0,May-2021
5872,EAST COAST PARK,SIGLAP ROAD,Terrace,999,15.0,OCR,Resale,1.0,2850000.0,-,2493.0,Land,-,1143.0,Nov-2020
5873,LANDED HOUSING DEVELOPMENT,PAYA LEBAR STREET,Terrace,999,19.0,RCR,Resale,1.0,2850000.0,-,1406.0,Land,-,2027.0,Oct-2021
5874,SEMBAWANG HILLS ESTATE,NEMESU AVENUE,Semi-detached,999,20.0,OCR,Resale,1.0,2850000.0,-,2249.0,Land,-,1267.0,Sep-2021
5875,LANDED HOUSING DEVELOPMENT,HARVEY AVENUE,Terrace,999,16.0,OCR,Resale,1.0,2850000.0,-,3171.0,Land,-,899.0,Jun-2017
5876,GOLDENHILL VILLAS,GOLDEN WALK,Terrace,999,19.0,OCR,Resale,1.0,2850000.0,-,1615.0,Land,-,1765.0,Jun-2019
5877,GOLDEN HILL ESTATE,LI HWAN DRIVE,Terrace,999,19.0,OCR,Resale,1.0,2850000.0,-,1673.0,Land,-,1704.0,Mar-2020
5878,LANDED HOUSING DEVELOPMENT,JALAN KAYU,Semi-detached,857,28.0,OCR,Resale,1.0,2850000.0,-,3655.0,Land,-,780.0,Dec-2020
5879,SENNETT ESTATE,BELIMBING AVENUE,Terrace,999,13.0,RCR,Resale,1.0,2850000.0,-,2435.0,Land,-,1171.0,Dec-2019
5880,LANDED HOUSING DEVELOPMENT,LORONG H TELOK KURAU,Terrace,999,15.0,OCR,Resale,1.0,2850000.0,-,2013.0,Land,-,1416.0,Nov-2016
5881,SEMBAWANG HILLS ESTATE,JALAN LEBAN,Terrace,999,20.0,OCR,Resale,1.0,2850000.0,-,2015.0,Land,-,1414.0,Oct-2021
5882,SEMBAWANG HILLS ESTATE,JALAN KURAS,Terrace,999,20.0,OCR,Resale,1.0,2850000.0,-,2393.0,Land,-,1191.0,Feb-2021
5883,LANDED HOUSING DEVELOPMENT,JALAN ISHAK,Terrace,999,14.0,OCR,Resale,1.0,2850000.0,-,1567.0,Land,-,1818.0,May-2018
5884,EXCELSIOR GARDENS,MINARET WALK,Terrace,999,16.0,OCR,Resale,1.0,2850000.0,-,1695.0,Land,-,1681.0,Dec-2020
5885,LANDED HOUSING DEVELOPMENT,JALAN LENGKOK SEMBAWANG,Semi-detached,999,27.0,OCR,Resale,1.0,2850000.0,-,3232.0,Land,-,882.0,Jan-2020
5886,MIMOSA TERRACE,MIMOSA PLACE,Terrace,999,28.0,OCR,Resale,1.0,2850000.0,-,2232.0,Land,-,1277.0,Jul-2020
5887,HAUS@SERANGOON GARDEN,SERANGOON GARDEN PLACE,Terrace,89,19.0,OCR,Resale,1.0,2850000.0,-,2264.0,Land,-,1259.0,Apr-2021
5888,LANDED HOUSING DEVELOPMENT,JALAN LEPAS,Terrace,999,19.0,OCR,Resale,1.0,2850000.0,-,2093.0,Land,-,1362.0,Jun-2021
5889,LANDED HOUSING DEVELOPMENT,LORONG 101 CHANGI,Terrace,999,15.0,RCR,Resale,1.0,2850000.0,-,2102.0,Land,-,1356.0,Jul-2021
5890,SELETAR HILLS ESTATE,SELETAR HILLS DRIVE,Semi-detached,857,28.0,OCR,Resale,1.0,2850000.0,-,3415.0,Land,-,834.0,May-2017
5891,LANDED HOUSING DEVELOPMENT,DIX ROAD,Terrace,854,19.0,OCR,Resale,1.0,2850000.0,-,2252.0,Land,-,1266.0,Nov-2020
5892,LANDED HOUSING DEVELOPMENT,LIM AH WOO ROAD,Detached,999,15.0,RCR,Resale,1.0,2850000.0,-,2109.0,Land,-,1352.0,Feb-2018
5893,LANDED HOUSING DEVELOPMENT,JALAN HOCK CHYE,Terrace,999,19.0,OCR,Resale,1.0,2850000.0,-,2220.0,Land,-,1284.0,Jul-2018
5894,SELETAR HILLS ESTATE,JALAN JARAK,Semi-detached,857,28.0,OCR,Resale,1.0,2850000.0,-,3378.0,Land,-,844.0,Aug-2017
5895,SPRINGDEW TERRACE,JALAN MAT JAMBOL,Terrace,999,5.0,RCR,Resale,1.0,2850000.0,-,1615.0,Land,-,1765.0,May-2018
5896,LANDED HOUSING DEVELOPMENT,SERAYA ROAD,Terrace,999,15.0,RCR,Resale,1.0,2850000.0,-,1777.0,Land,-,1604.0,Aug-2017
5897,LANDED HOUSING DEVELOPMENT,LIM AH PIN ROAD,Terrace,999,19.0,OCR,Resale,1.0,2850000.0,-,2238.0,Land,-,1274.0,Oct-2021
5898,PALM GROVE TERRACE,PALM GROVE AVENUE,Terrace,856,19.0,OCR,Resale,1.0,2850000.0,-,2435.0,Land,-,1171.0,Nov-2020
5899,SERANGOON GARDEN ESTATE,BROCKHAMPTON DRIVE,Terrace,933,19.0,OCR,Resale,1.0,2850000.0,-,2800.0,Land,-,1018.0,Jun-2020
5900,LUXUS HILLS,SELETAR GREEN VIEW,Terrace,857,28.0,OCR,Resale,1.0,2850000.0,-,2164.0,Land,-,1317.0,Nov-2017
5901,THE SPRINGSIDE,SPRINGSIDE CRESCENT,Terrace,999,26.0,OCR,Resale,1.0,2850000.0,-,1663.0,Land,-,1714.0,May-2020
5902,MERA TERRACE,SEAGULL WALK,Terrace,999,16.0,OCR,Resale,1.0,2850000.0,-,1615.0,Land,-,1765.0,Feb-2021
5903,LANDED HOUSING DEVELOPMENT,SIMON PLACE,Terrace,862,19.0,OCR,Resale,1.0,2850000.0,-,2589.0,Land,-,1101.0,May-2018
5904,SERANGOON PARK,WOLSKEL ROAD,Terrace,999,13.0,OCR,Resale,1.0,2850000.0,-,1676.0,Land,-,1701.0,Dec-2020
5905,LANDED HOUSING DEVELOPMENT,BRIGHTON CRESCENT,Terrace,999,19.0,OCR,Resale,1.0,2848000.0,-,1751.0,Land,-,1626.0,May-2021
5906,LANDED HOUSING DEVELOPMENT,BEECHWOOD GROVE,Detached,73,25.0,OCR,Resale,1.0,2845000.0,-,6135.0,Land,-,464.0,Aug-2019
